vehicle_id,brand
VX84ITZG85WUNAC66,RGR
2FBFE0GMAH7J2FS05,RZR
JBPJA03F9RGW8PGGI,XVR
J5NMG65DT9K17X9XB,RZR
578KY2PFRZMQX5A7I,RZR
B3JLR07VOWTZRAQ81,XVR
TLYYN154VKNLJF9TY,RZR
QOENF6JTGLZG9JKJC,XVR
GJYBEF0WE3203PGEB,XVR
6GW6GJQ72GHTD2DV7,XVR
97I7DBD5VLF972QV6,XVR
KKS8VKI7CGI8X88ER,RZR
90SNKRAT1F8AJXRXN,RZR
8TBA69P8Z5IO0GYD5,RGR
PLEI6TKQWBKD6Q3JO,RGR
6DAS34YALIA5I24OP,RGR
217KEXQJWZ8I4KYVE,XVR
OXWASUWTIZDZ5O4U0,RZR
U06J7X6DYV2F9UA86,XVR
GV5UH0OYYSE0L2G0Y,RGR
8HRGGTYKWW0DSVE5U,RZR
9DUDBZ2F35SXFDHK0,RZR
5JCWWHJNOCU0IHQPB,XVR
MMHAFYEWBCU17A3YL,RGR
HTS9V88FSEVO4HECI,RGR
Z7TTTFMHLX9EV4OGY,RZR
0MKGQE2IAYUTPKPGQ,RZR
02X58J35N9TQAXA9E,RZR
S20TNXMNYINDLQL8N,XVR
5KJZWQXC2MPUWU6QM,RGR
ZVBKYMZ9C8KPT757H,RGR
9ERVZZHR8P7WVA3X2,XVR
14EP6T2T7Y5XUWT37,XVR
PSC2ZN2VB4GHXK3NW,XVR
DKHQAIAEYVD6YAFUV,RGR
7VTO60V70P67FNCRJ,RGR
8VZ41MZ9LPIYN7KPS,RZR
HJVETLZM2IZQ360SK,RZR
F6KAL8VD2CQNUWVK8,RGR
R39V7XOJ5U5Y2V23G,RGR
NLLBGX8QLMOID935W,RGR
3PNU2HZVY8Q7FT1IZ,RGR
AFGW0LDI959HSICJK,RGR
WRNB3G9WUYUU2H5HF,RZR
EXBTER75NNZ0QLQFH,RZR
WFD8DECWQZA8CFYR7,XVR
T8KUGGKT2R1QLBENP,RZR
ZCXY1PQVWXWXL3HNW,XVR
UMDHENBLA00RYLHRT,XVR
M26Z3C55LZ2FMDQMN,RZR
NYXA8RH6Q2DHH2KX6,RZR
ZAX9K0NENTTLYDNE1,RZR
DYI9C5NCA998GF5PE,RGR
T13DBQ9C8EEFBPBJO,RZR
R29TLBFEWXKZV51CH,XVR
AM6QE49BLN4JVWJN0,RGR
M7KHM9S8Z29LM7SOS,RZR
WUM4S3Z6TBPC6XBUI,RZR
L58NSKAIFWVE22R86,RZR
9JX4CTNK2CJGKG3S9,RZR
F9Z6DINS0UWZBF06U,XVR
86SON6TUTQI4KHU24,RZR
L9WXD6P6OV8BFU5BE,RGR
0NTG4NFA1BG8LES2Z,XVR
T7ED73FX3O1428K43,XVR
9UGRDWPL0CMBNU1FJ,RGR
GGDTQKEEMRE4NXVEX,RGR
CR017CM345TSOPLQI,RZR
O1U07WZPDNKQZN4I5,RGR
AWTV13CEXR2I02LM3,RGR
JHP1DK3ZJS8YV5SRP,RZR
UTVIAY7XKNDUNW7WH,XVR
DXSU1G8X0ESOX66K0,RZR
0GJBZCB8GYDTKVRE8,RZR
ZC7Q7J9KV4INB26R0,XVR
728DXQ6NXBCMYEUNM,XVR
GEM6ROEC3MR04J3A8,RGR
J79KHVQKXTYY73K94,RGR
TCEOEB1JS3ZZZ2NS8,RZR
DJAAZZT4OFQ4YOUT6,XVR
UOOBW4TYJKW8UR79G,XVR
4V8D9J3QUDAPBFKDS,XVR
92C11GE4K1OK049ZG,RZR
XD5PMHEOSSAEMWOUB,RGR
RP8KMZC86ENV5AZF2,RGR
PP4X143PNZNZ9E3MW,RZR
CR9QAPB99LNZDIT2Q,XVR
A0JJD3AXQEX7URDVN,RZR
VBFLUO69OAPNMMKF6,RGR
LK70L7DKE7OHAFXH9,RGR
DSW76WBR0SROVC94V,RGR
LOMK70C2E0QJLZP39,RZR
K3CY9YPKRGVWVPNN8,RZR
BBJKYTDXW71C3DTWU,RZR
U26ZKKU170JQKLV24,XVR
6CC4VUGSJR0KYQHXN,RGR
2OLRPNBDBL4XS0JWZ,XVR
126Z6PNOPZDT72EMR,RGR
CG6TLRY139MVO2S5P,RGR
4LMHLLONIBLUS3DVK,RZR
KSAH2WEHDCAD415OR,XVR
3D92F5UYSXEOO3W3V,RGR
WQP11HR25GJERKNPK,RGR
UN6A3BRCM3CG37KJN,XVR
3HFDX7NCIP0AHLY8I,RZR
A3VO5B926ELAOANGM,RZR
OYAOGRIRU9UPZADPJ,RZR
SY2P9GHR87C72QTXB,RZR
ULIHTAUOYGO16IXJK,RGR
VHVNU56I8ZBZWAS4B,RGR
WLP7PICJVZLG22EOW,RZR
Q48VTBOXKAOGN1B09,XVR
CIR61AQ6N8345TGK5,RGR
HNZWLXQ7HJ8XNFC51,RGR
BNLPXR5YVP5YED9WV,RGR
LK43GACUW5QLV6ZGJ,RGR
GUW44F01TVFVR76DK,RGR
R8V0M49P7A5MQMAGU,RGR
W1KM19J70ANS4B1Y0,RGR
1KONATDSH003IFPK8,RZR
Q4WUU3L5BTZ4URAJW,XVR
3J8O1I43Q840AUG7U,XVR
VWP2XOFW0E3A9CVP4,XVR
3MIXBKDT7YBTB376B,RZR
AJO2W38PQFB89XWN9,XVR
B2NUCT60Y85UL1WRY,RGR
0AHNRF2D0Q9QMISQN,RGR
OHBHAJRFJNVTBNEH3,RZR
UIZH5Y4XR3OQNGYGL,RZR
D30YDQ3MZEMOWSQFX,RZR
4Z69WH96VZFUF03WY,RGR
BPIAB2II5NZ0XMYGH,RZR
4OP2EH3UWEC2GJ4R5,XVR
PGHXPLD9B1XW76RRM,RGR
BUDUZM4ZQU0AGNAAS,XVR
5EZ4RUEK9V1Y3KBBS,RZR
B46KRRZN5ILQW7X7A,XVR
YHTLTV207GOUQBXAA,RGR
2N4THHX819Z078GBG,RGR
GYPR044V8R3TTGVV7,RZR
ZYT4QMSMQWKYYN4FQ,RGR
GEG54PZEB6BUU7VYR,RGR
CRYUJFMPRZRY18P3K,XVR
PTHS8GYS2GAZAZLDG,XVR
A64CQE28V3VWT0QDU,RZR
CB7VCU6P1T5C1DSTH,RZR
HUNT5ULB0NFWZO8W9,XVR
XD72VNCDXY3SK8JCV,RZR
LTLYW53MNUU0LXWI1,RGR
JSCVN3PWI1A5TM2UB,RGR
SWSC32OHRD5QDQ3TW,XVR
IYSXPBWFHHVTX3WVV,RZR
7BP8A4ZH5IVG39SIK,RZR
L64ZJ0OR5W6Z4RLF9,XVR
6VOTR7DMQ5UAYDH4B,RZR
Z1DRT1LFTGG11YNB8,RZR
7VI1DFVCY201NA8JX,XVR
LAN97YOTFRSZI3YWN,RGR
KHQMBULVNCWV9KRPY,RGR
SVCF1B30UTQLNUFJ6,RGR
7LVQAWWN3O3MKBVLE,RZR
ZV9FT3HT1JVSIQ0T0,RGR
GF0MVI5S79DOIY54C,RZR
IKWH8B63SRJ2VJMDA,XVR
SZMF9UU8W6O7UWGNX,RZR
E9HTRQ1VWOE8QQYQF,XVR
6D6M54AQO7NLCM5PO,XVR
YCMOH2IQWYHLPT978,RGR
TW21502BT0COE85E4,RGR
68D68CYFIL7T3DUSY,RZR
J9W64KZXIBYNU598G,RGR
HKCSGRCLB22C5ZD1Y,RZR
3NJX9NY1N1A59WFGL,RZR
CHARL09QHSCJBFYAG,RZR
H6Z55A0E87B0RF65I,RZR
JB9JUWZTA2TNIL9I3,RGR
PH5KHTVFB41TUZ9MX,XVR
ZJ4VUDOW86SJQ0NG1,RZR
3DQWP69NRSFI1RCKD,RGR
ASITQXUZGOY9HJYYG,RGR
PPM14SM45RVB0EVVT,RZR
TMPYTYAO6RJ7TN4MG,XVR
13K2TEXOLCYF8TKA5,RGR
AJFO91NI9BJKWIG5L,RZR
FEVFL5EJ7SLT2PJOR,RZR
SJZJKXWUKGDULF76Y,XVR
RMWEOC2TRUW881ZZI,RGR
BNYDK8URJ51MCCFLK,XVR
ZQ20UDNMNMON6X2P6,RZR
8GEWRK76RDQYQW00G,RGR
WGNX6Q0KEEXA3WKDQ,RZR
D06QO1NJQ128RXS7U,RGR
97Q3VH6XQ5H03T70A,RZR
RB62KT0G8R5ZBGT1V,RGR
I2TCSZBP1NTQTAEV2,RGR
OQTBX5XY788RH6M9E,RGR
1JGFCOC9QY836O92H,RGR
G4TWJAYNFVAK9YFRO,RZR
TWNRRN4MEGCZMG148,RZR
30OJYNF70MOPZQ8DB,RGR
LSDKM3APRZ9XL73MJ,XVR
VTAT4N3OV8AZG5E68,RGR
X8NIMMKUZVOCZD0U3,RGR
1WGRZSOPLRR1H8YBG,XVR
B67DOBTZ6RMJQLBQ5,RGR
4NP8X3Q5S4BE4HEM5,RGR
NKIHYSN4XJRSUDWPL,XVR
KYCHTC9IX1DIXHIEM,XVR
YHH1C8OKH4SZH1P0Y,RGR
6H07TZ1HKO3DBWYF4,XVR
8AOXJ48T9U243411V,RGR
RL98A1X1URJ82MI81,RZR
244JLYOUQXXMQXKBM,RGR
ZZBP7Q7N4BQAI0151,RGR
NT4L72DDF3USFBH24,RGR
2FNK0ZM31MPIQ35UX,RGR
N55VXDADOJ713LVPA,RGR
ZSDYTN3W8HGELMJ6O,XVR
77AY72ZGIAPTABL00,XVR
WC732HRMMBELYF3AP,RZR
